1,0,446345,1273615
2,0,446345,1273615
3,0,446345,1273615
4,0,446345,1273615
5,0,446345,1273615
6,0,446345,1273615
7,0,446345,1273615
8,0,446345,1273615
9,0,446345,1273615
10,0,446345,1273615
11,0,446345,1273615
12,0,446345,1273615
13,0,446345,1273615
14,0,446345,1273615
15,0,446345,1273615
16,0,446345,1273615
17,0,446345,1273615
18,0,446345,1273615
19,0,446345,1273615
20,0,446345,1273615
21,0,446345,1273615
22,0,446345,1273615
23,0,446345,1273615
24,0,446345,1273615
25,0,446345,1273615
26,0,446345,1273615
27,0,446345,1273615
28,0,446345,1273615
29,0.01016,446345,1273615
30,0.01524,446345,1273615
31,0.0127,446345,1273615
32,0.00762,446345,1273615
33,0.00762,446345,1273615
34,0.00762,446345,1273615
35,0.00762,446345,1273615
36,0.00762,446345,1273615
37,0.01524,446345,1273615
38,0.01524,446345,1273615
39,0.01778,446345,1273615
40,0.01524,446345,1273615
41,0.0127,446345,1273615
42,0.0127,446345,1273615
43,0.0127,446345,1273615
44,0.0127,446345,1273615
45,0.0127,446345,1273615
46,0.0127,446345,1273615
47,0.01524,446345,1273615
48,0.01524,446345,1273615
49,0.01778,446345,1273615
50,0.01778,446345,1273615
51,0.01778,446345,1273615
52,0.01524,446345,1273615
53,0.01524,446345,1273615
54,0.01524,446345,1273615
55,0.01524,446345,1273615
56,0.01524,446345,1273615
57,0.01016,446345,1273615
58,0.01016,446345,1273615
59,0.02794,446345,1273615
60,0.02794,446345,1273615
61,0.03048,446345,1273615
62,0.03302,446345,1273615
63,0.03556,446345,1273615
64,0.04318,446345,1273615
65,0.06604,446345,1273615
66,0.10414,446345,1273615
67,0.10922,446345,1273615
68,0.10922,446345,1273615
69,0.10922,446345,1273615
70,0.10922,446345,1273615
71,0.10922,446345,1273615
72,0.10922,446345,1273615
73,0.10922,446345,1273615
74,0.11938,446345,1273615
75,0.12446,446345,1273615
76,0.12954,446345,1273615
77,0.13716,446345,1273615
78,0.13716,446345,1273615
79,0.13716,446345,1273615
80,0.13716,446345,1273615
81,0.13716,446345,1273615
82,0.13716,446345,1273615
83,0.13716,446345,1273615
84,0.13716,446345,1273615
85,0.13716,446345,1273615
86,0.1397,446345,1273615
87,0.1397,446345,1273615
88,0.1397,446345,1273615
89,0.1397,446345,1273615
90,0.14732,446345,1273615
91,0.1524,446345,1273615
92,0.1524,446345,1273615
93,0.1524,446345,1273615
94,0.1524,446345,1273615
95,0.15748,446345,1273615
96,0.17018,446345,1273615
97,0.17526,446345,1273615
98,0.1778,446345,1273615
99,0.1778,446345,1273615
100,0.1778,446345,1273615
101,0.1778,446345,1273615
102,0.19304,446345,1273615
103,0.20066,446345,1273615
104,0.20066,446345,1273615
105,0.20066,446345,1273615
106,0.20066,446345,1273615
107,0.20066,446345,1273615
108,0.20066,446345,1273615
109,0.20066,446345,1273615
110,0.20066,446345,1273615
111,0.20066,446345,1273615
112,0.20066,446345,1273615
113,0.20066,446345,1273615
114,0.20066,446345,1273615
115,0.20066,446345,1273615
116,0.20066,446345,1273615
117,0.20066,446345,1273615
118,0.20066,446345,1273615
119,0.20066,446345,1273615
120,0.20066,446345,1273615
121,0.21844,446345,1273615
122,0.22606,446345,1273615
123,0.23114,446345,1273615
124,0.23114,446345,1273615
125,0.23622,446345,1273615
126,0.23622,446345,1273615
127,0.23622,446345,1273615
128,0.23622,446345,1273615
129,0.23622,446345,1273615
130,0.23622,446345,1273615
131,0.23622,446345,1273615
132,0.23622,446345,1273615
133,0.23622,446345,1273615
134,0.21336,446345,1273615
135,0.21336,446345,1273615
136,0.23876,446345,1273615
137,0.23876,446345,1273615
138,0.2413,446345,1273615
139,0.2413,446345,1273615
140,0.2413,446345,1273615
141,0.2413,446345,1273615
142,0.24384,446345,1273615
143,0.24892,446345,1273615
144,0.26416,446345,1273615
145,0.2667,446345,1273615
146,0.27686,446345,1273615
147,0.2794,446345,1273615
148,0.2794,446345,1273615
149,0.28194,446345,1273615
150,0.28194,446345,1273615
151,0.28194,446345,1273615
152,0.28194,446345,1273615
153,0.28194,446345,1273615
154,0.30734,446345,1273615
155,0.32766,446345,1273615
156,0.32766,446345,1273615
157,0.32766,446345,1273615
158,0.32766,446345,1273615
159,0.32766,446345,1273615
160,0.32766,446345,1273615
161,0.32766,446345,1273615
162,0.33274,446345,1273615
163,0.34036,446345,1273615
164,0.35306,446345,1273615
165,0.35306,446345,1273615
166,0.35306,446345,1273615
167,0.35306,446345,1273615
168,0.35306,446345,1273615
169,0.35306,446345,1273615
170,0.35306,446345,1273615
171,0.35306,446345,1273615
172,0.35814,446345,1273615
173,0.37084,446345,1273615
174,0.37084,446345,1273615
175,0.37084,446345,1273615
176,0.37084,446345,1273615
177,0.37084,446345,1273615
178,0.37084,446345,1273615
179,0.37084,446345,1273615
180,0.37846,446345,1273615
181,0.37846,446345,1273615
182,0.37846,446345,1273615
183,0.37846,446345,1273615
184,0.37846,446345,1273615
185,0.37846,446345,1273615
186,0.37846,446345,1273615
187,0.37846,446345,1273615
188,0.37846,446345,1273615
189,0.37846,446345,1273615
190,0.37846,446345,1273615
191,0.37846,446345,1273615
192,0.37846,446345,1273615
193,0.37846,446345,1273615
194,0.37846,446345,1273615
195,0.37846,446345,1273615
196,0.37846,446345,1273615
197,0.37846,446345,1273615
198,0.37846,446345,1273615
199,0.37846,446345,1273615
200,0.37846,446345,1273615
201,0.37846,446345,1273615
202,0.37846,446345,1273615
203,0.37846,446345,1273615
204,0.37846,446345,1273615
205,0.37846,446345,1273615
206,0.37846,446345,1273615
207,0.37846,446345,1273615
208,0.381,446345,1273615
209,0.3937,446345,1273615
210,0.39878,446345,1273615
211,0.40132,446345,1273615
212,0.40132,446345,1273615
213,0.40132,446345,1273615
214,0.40132,446345,1273615
215,0.40132,446345,1273615
216,0.40132,446345,1273615
217,0.40132,446345,1273615
218,0.40132,446345,1273615
219,0.40132,446345,1273615
220,0.42164,446345,1273615
221,0.42164,446345,1273615
222,0.42164,446345,1273615
223,0.42164,446345,1273615
224,0.42164,446345,1273615
225,0.42164,446345,1273615
226,0.42164,446345,1273615
227,0.42164,446345,1273615
228,0.42164,446345,1273615
229,0.42164,446345,1273615
230,0.42164,446345,1273615
231,0.42164,446345,1273615
232,0.42164,446345,1273615
233,0.42164,446345,1273615
234,0.42164,446345,1273615
